"you_index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,0.00903021464896027,0.00737018900484761,0.00712804094713206,-0.00190919012770939,-0.00155346840714252,-0.00125050542105687,-0.00490452079497038,-0.0124312163863053,-0.00436969486118034,0.00117644649620828,0.000945735757068501,0.00254232891057135,0.000488705621125407,-0.00247591430206242,0.0099252352211741,-0.00176097859190187,-0.0103094888616801,0.0129930413503688,0.00245415839009684,-0.000275871215374187,-0.00483075126448984,0.00315470025112205,0.00410088595099055,-0.00427101191780596,0.00599764302372036,0.0148538107337551,-0.12768928604979,1,-0.387249225736294,-0.0507262506178588,0.363127890896576,-0.228089409888022,0.00508092591595641,0.00861011880705011,-0.0042596068692932,-0.0045165157276864,0.00529626645165892,-0.00403042888724498,0.0138568916088496,-0.000417909590423448,0.000893918077542021,-0.0019299133356923,0.00385123897138853,-0.0027779153933442,0.000618397797266711,0.00489150840023542,-0.0110667846797859,-0.00118356502974922,-0.0119835201757358,-0.0126844204256319,0.0110822650339534,0.000721665271769402,0.00720922502141414,0.00408136894105689,0.0070410863326232,0.0167172873907067,0.00825531165374871,-0.000106435758740622,0.000517778146094048,0.0223972339772723,0.0221093448299917,-0.00209023972747386,0.0254799052711215,-0.00124840307111817,-0.00953063212283535,0.000495788557586132,-0.00461100791950285,0.000535677387425842,0.0104042888274102,0.00763812089677686,-0.00152137876467332,0.00332629177790927,-0.0026338289847714,0.00335100351271452,-0.0107786558220739,-0.00550058398889131,0.00456844817607155,-0.00239995884709715,-0.00464435226791961,0.00493000418498867,-0.00511658347993737,-0.00523300031369264,-0.00573316400022761,-0.00792425382584975,-0.00210960075439523,-0.00460761637985677,-0.00146282787765185,0.000753848129983347,-0.00423041004605913,-0.00442772556035722,-0.00105669851119668,0.000638040602283415,0.00493049124821736,-0.00206102795844341,0.00253566649116107,-0.000146458308225484,-0.00378877176199016,-0.00143060840691186,-0.000171577563857903,-0.00604936327625889,-0.00139821523717857,-0.00359338433439826
29,-0.0155959962090466,-0.00883325107907509,-0.00792519771948995,0.00230783235122849,0.00135185824838601,0.0022086380806013,0.00717098158827865,0.0146446820946112,0.00123327617158253,-0.00308943771413095,0.00143699758199837,-0.00364787649686942,-0.000843217445897826,0.00269351173848429,-0.0132760403379835,0.00229944026851299,0.0141313884478879,-0.0130308618583023,-0.00201775088047966,0.00122421198955172,0.00818209694908887,-0.00253686911824282,-0.00947067250444958,0.00473586015546755,-0.01151052763811,-0.0130841516927941,0.0153352558829201,-0.387249225736294,1,0.370128825546799,-0.722383052985531,0.30834211343181,-0.00791849862819081,-0.011981449749004,0.00394466921295641,0.00292083872117129,-0.00202347934488561,0.00144381421038528,-0.0156460120716536,0.00138450380657454,-0.00318255455274817,0.00183547564187096,-0.000160124706652992,0.00281871638142757,-0.00102290356967297,-0.00614395519457702,0.0101590665303079,-0.000597862874348902,0.0128287478909344,0.0152584710429315,-0.0169217761915003,-0.00349325971024591,-0.0109820456280793,-0.00523117940004442,-0.00398303627917176,-0.0243859373150642,-0.00832714893519601,-5.25607324068546e-05,0.0022869675687126,-0.0298421831023652,-0.0289650720125813,-0.00175263300398916,-0.0341570235516068,0.0034221525817938,0.0069367190887776,0.00436727865802777,0.0114896739671682,0.00465914631599314,-0.0161332726825559,-0.0127924942874438,0.00156905035735166,-0.00338195268976129,-0.00133562323429126,-0.00874978265767518,0.0117813169958078,0.00662432318840449,-0.0110402873632799,0.00471463112722801,0.00375436003069913,-0.00612202698794954,0.00983709883204195,0.00922301267636623,0.0105733793985369,0.0136883515950265,0.00518094798458475,0.00685099108079968,0.00166977531069842,-0.00154761226445059,0.00579484229024941,0.00653500702377361,0.000816745577431815,-0.00137645830842166,-0.00603358836926609,0.00647198666734008,3.48059474889778e-05,-0.000698821996471808,0.0039612146670967,0.000345672866741053,-0.000671852696478071,0.00366129751004515,-9.02173750760835e-05,-0.00218538223408402
30,0.00425820788576956,0.0089323730323173,0.00115217506121461,0.000916200339525018,0.00161921677020671,-0.00132330672138012,-0.00580399821523378,-0.0108827090030481,-0.00519184557400985,-0.00154340682662427,-0.00216575087590991,0.00283423052509806,-0.00288953491306476,0.000608926700197211,0.00591696212043521,-0.00396376075630209,-0.00550913732922998,0.00225668163163177,0.00121116109255991,0.0012062764650463,0.00154192557936352,0.000953701718313053,0.0060793598285085,-0.00280089793416378,0.00433636283013808,-0.0122389100453688,-0.0133719799879054,-0.0507262506178588,0.370128825546799,1,-0.630515807048127,0.344532178629681,0.00485877282991369,0.00385285377122313,0.0053495358245457,-0.0042131730490765,0.00235808577659294,0.000282079555126675,0.00341885323556734,-0.00621564695028974,-0.00189859094763319,-0.000804893102490799,-0.000768930688656707,7.99201848726949e-05,0.00200448492907665,-0.000348834993991094,-0.00272283468710901,-9.44966848938878e-05,-0.00379673225888015,-0.0042116004829651,0.00488972842391204,-0.000462465832552822,0.00334781436239536,0.00410596092136926,0.00340720701721946,0.0109226149546714,0.00128682634509845,0.00105091770944341,-0.00226822218293345,0.0123861029311251,0.0119916666039215,-0.0048076948460002,0.0143861238132721,0.00823136114251086,-0.0081346759486417,0.00256620764103168,-7.45187989609775e-05,0.00247088368433355,0.00609882965465222,0.00473637748296079,-0.000505925814158737,0.000852634474688472,0.00411515797574097,0.00627752215757084,-0.00512863485314959,-0.00186912241671972,0.0067943283473934,-0.00108049714788196,-0.00239105780821462,0.0039344987127863,-0.000287331954859029,-0.00455724198762454,-0.00127030544148145,-0.00133617446389324,-0.000294386016827322,0.00281784868266546,-0.00298176703816707,-0.00381716897340351,-0.00152563027131883,-0.00233501227830782,-0.00236259554180638,0.00350924890120583,0.00182045163916313,-0.000341665012492774,0.0011252841297979,-0.00541245765009654,-0.00312306799287278,0.0015488501667847,0.00022631170112817,-0.0048704649891546,0.00359182215316278,0.000337332550017214
31,-0.0104264795926236,-0.00990871184827192,-0.00108774962401557,-0.00135929857871641,-0.00218544177390336,0.00473469168119943,0.00338173818260536,0.0130603743299172,-0.00313541209059982,0.00289801834218041,0.00493595908040788,-0.0059629750461964,0.0105543566492466,0.002011619948534,-0.00713556089072305,0.0135097298905489,0.0132339580975868,0.0020213095812823,-0.00456025614127438,-0.00712339411437267,0.00605729550929737,-0.0012966238791783,-0.0106483058315477,0.00372406879686753,-0.0113294962240779,-0.0138009395223458,-0.0119933913586528,0.363127890896576,-0.722383052985531,-0.630515807048127,1,-0.232854244622082,-0.000729535103083322,-0.00405894064728828,-0.00190204590882526,0.00333397504262951,-0.00520621096257385,0.00238091309298029,-0.00178461590666207,0.0105162620184487,0.00941923771875727,0.000952106938001054,0.00473502113826125,-0.00113071473598998,-0.00412118122805183,0.00450585064555126,0.00384313278512649,-0.000787602007272115,0.00739833316150444,0.00793713877872948,-0.0116971612229036,-0.00239598526442231,-0.00978616876400262,-0.00798613965247208,-0.00451173729689857,-0.021670464790023,-0.000897336000530074,-0.000384903920519012,0.00290173714886142,-0.0285914455472997,-0.0280097921668758,0.00799166097198147,-0.0320637451564251,-0.016484582168369,0.0115086226168655,0.0046398075736006,0.00961436231432859,0.00384441100030979,-0.0125001901081061,-0.0106953621497846,0.000610743201895067,-0.00441637183962624,-0.00752892728496527,-0.0133147393717538,0.00650921200981575,0.00359636484414938,-0.0187673228798882,0.00728140838882399,0.00424823494874084,-0.00830751752463815,0.00443763818708766,0.00836744523789352,0.00553383261074424,0.00718542752622815,-0.0025762046481361,-0.00342921617751397,0.0049843728896342,0.00538324395171929,0.00254405094955876,0.00633249449054284,0.00311463451125332,-0.00358514048041674,-0.0021905355691214,0.00555596430311237,-0.000832051158815114,0.0070841194746992,0.00377889710861284,0.00128208270202987,0.00454962654118968,0.00299426396628551,-0.0110193217813113,-0.0028925205605043
32,0.00333467312035065,0.00178756333497358,-0.00244569644528919,0.00531725062101629,0.00568190385087635,-0.00543729026865504,0.00717241107768174,0.00175712794745424,0.00775341055854713,-0.0009409873436789,-0.00503170872904461,0.00168482404080911,-0.0102034850525631,-0.00596884769594001,-0.00623096003804189,-0.0138817956849272,-0.00195075953207602,-0.0165117605713043,0.00589597994374116,0.00632104343078144,-0.00288610124238882,0.00662410853795905,0.0143205934505027,0.000712921517748548,0.00121783853010016,-0.00219714505342052,0.149106233497071,-0.228089409888022,0.30834211343181,0.344532178629681,-0.232854244622082,1,0.000613434840103289,0.000822287068271727,-0.0020190936586981,-0.00153650371286297,-0.00452888660777776,-0.0017343244020457,-0.00537605445055333,-0.0165144290574196,-0.00916431108725963,0.00242067152120426,-0.0098143511990829,0.00838787148340751,0.00354131576851723,-0.00686208392100624,0.00573093045520878,-0.00133107826033881,0.00511355782396286,0.0063007693376947,-0.000997740058608356,0.0034718417525499,-0.0012888689509068,0.00178293342147952,-0.00425972589948938,0.00672315593158317,-0.00332025291479828,0.00266809212096492,-0.00393491441177949,0.00521192062456822,0.00490894390702806,-0.00657528356849212,0.00726730999084384,0.0163632686256737,-1.28624520261317e-05,-0.00859720011608533,-0.013090681169077,-0.0130568858847113,-0.000243021978096967,0.00503012621666001,-0.00296677081707844,0.00644380508297496,0.0180968563711681,0.0165514148780669,0.00444380238173008,0.00892809394131585,0.018240282214834,-0.00272855557282353,0.00237874508467526,0.00363244213325169,-0.00233477237489409,-0.00413477271831956,-0.00284778608552994,-0.00461218895916059,0.00793484590393822,0.00876070667452092,-0.000275946425236046,-0.00425969227907006,-0.00404662848361127,-0.000600114915666857,-0.000813701207312902,-0.00390106130561663,-0.00615385868340782,-0.0133237934927006,-0.00105558911235032,-0.00928187881247588,-0.00175230261719126,0.00192529277959231,-0.00271255765028185,0.00500637654398468,0.0194045081161151,0.0074435460583382
33,0.00351824286186204,0.000732969890660506,0.00391374483230756,0.000450879348352398,0.000706208234652497,5.37152293668043e-05,-0.00495004415101046,-0.0024690529073314,-0.00295709176223873,0.00327269513132372,0.00120377086309145,0.000602816296260485,0.00371527475379458,-0.00249242266425013,0.00381034948579484,0.00439129055430992,-0.00109303912576515,0.00576400107699282,-0.00475608481175107,-0.00559257427297801,-0.00221114097548708,-0.000741703992095716,-0.000101796480605815,-0.00320576337581543,0.000642970017212267,0.00283792961856782,-0.0099331819329905,0.00508092591595641,-0.00791849862819081,0.00485877282991369,-0.000729535103083322,0.000613434840103289,1,0.819316700436819,0.476629057095385,0.00824997350287501,0.00143517100851248,-0.00485202147898727,0.000375185080689885,-0.000538026682853899,0.00273823098860833,0.000877115377390005,0.00223762121571076,-0.000348921303400439,-0.00132158658607955,0.00177600515238807,-0.00466978751243004,-0.00371173380441097,-0.00184664022222666,-0.00227640270868429,0.000215564575746087,-0.00123528911655016,-0.00221839521388846,-0.000311499328747828,0.000120065789715649,0.00364518900518606,0.00665832209028753,0.000183690419617994,0.0026508627306783,0.00234956242183998,0.00220013724448072,0.00109199136183545,0.00258954508436146,-0.0063747199556307,-0.00223796751518028,0.00215800221162934,0.00347330100493025,0.00443739171608449,0.00234428642888325,0.00207858476640229,-0.00111431773287162,-0.00186305874931624,-0.00607339956325369,-0.00447481455283146,-0.00351846080601121,-0.00285919131840146,-0.00230130816100374,0.00250632545388078,-0.00337989836871856,-5.26615586708739e-06,-0.00296200738913525,-0.00320983687298744,-0.00279760362848656,-0.00115322393549721,-0.0017090551941523,-0.00167289607072877,0.0028975516048876,0.000819446184682118,0.00140487751442395,-0.0003157929116809,-0.00127647449771203,0.000856509491461759,-5.98510792829698e-05,0.00180945456769926,0.00178421391684434,0.00206073957367482,0.00108529584190899,0.00101479872010717,0.000204779954461472,-0.00225591528041881,-0.00399520973455823,0.000563282892787939
34,0.00909332625230654,0.0060653791909164,0.00633871865593465,-0.000620186726429571,-0.000105634606631146,-0.00313937689832578,-0.0077627477706551,-0.0102729548592434,-0.00146717875896673,0.00419870202805914,0.000545061946844719,0.00418441197531766,0.00038309839523379,-0.00294689437929739,0.00737551982819668,-0.00118122287004577,-0.00770809662387337,0.0102553572898434,-0.00197262220942888,-0.00399005898474918,-0.00673217030728483,0.00183190870068335,0.00608860031497189,-0.00425132941587132,0.00798976479472891,0.0116189338183339,-0.0115800931717728,0.00861011880705011,-0.011981449749004,0.00385285377122313,-0.00405894064728828,0.000822287068271727,0.819316700436819,1,0.391816056564165,0.00172885028530027,0.011778483550926,-0.00461145565812165,0.00681184663437351,-0.0038769381502835,0.00261959152274165,0.000130979013649833,-2.86738537669053e-05,0.00066866549364034,-0.00106853850091896,0.0011160734434332,-0.011514658900704,-0.0050462932306458,-0.008582584103512,-0.0100086014548711,0.00822269806318509,0.000445837913988879,0.00401453260085821,0.00116821729814579,0.00156515398120803,0.0144609203777846,0.0088646392422449,-0.00199162677340763,0.00242603936908459,0.0193033459529939,0.018585213181087,-0.000451685105228926,0.0220629827472068,-0.00595133991338137,-0.00655848550234622,-0.0014028532479471,-0.00215156898991239,0.00251601984364574,0.012405482996661,0.009591235021135,-0.00195448585877317,0.00124527503654775,-0.00464945410297598,0.000819946959744067,-0.00883510737375665,-0.00624315582143043,0.00631408445603692,-0.000427728700527704,-0.0051515994568545,0.0057563267680591,-0.00545910832720674,-0.00665518400692738,-0.00586620799125709,-0.00627630731436973,-0.00232970564276267,-0.00308478799229365,0.00105139143593797,-0.000282165154292594,0.000456379368072559,-0.00249004753335688,-0.00185813960895925,0.00180673894954859,0.00212763261350844,-0.00101858756146504,0.00261083957238434,0.000441776697002703,-0.00080016202588223,-0.000993207848241823,0.00065462444647344,-0.00379071826320228,-0.00116223468278105,-0.000400894150626064
35,-0.00589488622249084,-0.00451028122462985,-0.000564733014663017,-0.00113691506074564,-0.00181204799649948,0.000945619975273729,-0.00102249259187679,0.00247531803004898,-0.00551588896861692,-0.000472504453013833,0.00206629848903038,-0.00101882215873483,0.00388877115390799,-0.00111811391292622,-0.00273611139576295,0.00788552065583437,0.00764638851544709,0.00298624928678129,-0.00177419583160792,-0.00346927791562845,0.00516382357998371,-0.00425484185893242,-0.00767542283290985,0.00387967648400303,-0.00387390255922588,-0.0099113463388631,-0.00712638704930353,-0.0042596068692932,0.00394466921295641,0.0053495358245457,-0.00190204590882526,-0.0020190936586981,0.476629057095385,0.391816056564165,1,-0.00793224226816256,-0.00805181257175488,0.000123778472664448,0.00518352866898245,0.000276305220572042,0.00265795593958723,7.95029140768884e-05,0.00471368350799644,-0.00439285432426717,-0.00178743026770184,0.00165359303097011,0.0026614149897506,-0.00172611763726308,0.00444621092136017,0.00481396112295712,-0.00760074552713645,-0.000681587344135757,-0.00596118042308382,-0.00265951012690076,0.00123950516464019,-0.00905711089496346,-0.000756158040926198,0.000793547933354281,0.00360003109985143,-0.0125028735218948,-0.0124952881085285,0.00301389780139015,-0.0149673930459097,-0.00740136793000985,0.00549761358373276,0.00493751265173396,0.00834602074880051,0.00584996218421283,-0.00541530222111222,-0.00416616045102183,0.000270932134235337,-0.00343916529846217,-0.00748194525862728,-0.00949495656173379,0.00610495982181429,-0.000463371723866421,-0.0108679599658328,0.00424189838391154,-0.00173523203552905,-0.00625366807647423,-0.000264577358288406,0.0035688402366933,0.000705772873978974,0.00418829497738888,-0.00259262491007503,-0.000218366298910473,0.00510707994031795,-0.000208252295500995,0.00296510108353801,0.00210202142506384,-0.000261581343214891,0.00130050805859213,0.000404771999945095,0.00699117913129509,0.000342885878265203,0.00283940133700387,-0.000783831496342756,0.00289205132991311,0.00186546664013704,0.0002314229114184,-0.00515841147786035,-0.00120343833221308
37,-0.00666549237940892,-0.0062186971815973,-0.00217256969290914,0.000399098116584307,-0.0003748615741999,0.00383373774211787,0.000460863522297775,0.00376424790851834,-0.00716214072519573,0.00139644219908243,-0.0012501408165024,-9.82129995764553e-05,0.00646563003489595,0.00303504562842923,-0.00354434717754016,0.00677023147107007,0.00539287918749061,0.00220161610184189,-0.0012889344757204,8.38954434186739e-05,0.00336998073069908,-0.000423088532947349,-0.00485789126801769,0.00023752225759313,-0.00768634466440085,-0.0145656230494893,0.00385410296083661,-0.0045165157276864,0.00292083872117129,-0.0042131730490765,0.00333397504262951,-0.00153650371286297,0.00824997350287501,0.00172885028530027,-0.00793224226816256,1,0.0835862041936158,-0.0282537293588054,0.0104020127184538,0.0196997517615754,0.00464002145321422,0.000351749745730645,0.00135910021509203,-0.00330107836537741,-0.00177892700101059,0.00476601903135204,0.000966348561048258,0.00187519360197278,0.00280439314881284,0.0032109047087577,-0.00691337123879639,-0.00141597733599442,-0.00469108220312895,-0.00630894323803097,-0.00185783045700208,-0.0157470272648019,-0.00181144320047187,-0.00475101635411313,0.000362661494063533,-0.0107209535211716,-0.0102626946478801,-0.000210707610649514,-0.0132798036786746,-0.00771720267447761,0.00420750274179457,0.00522758796263201,0.0113854553611644,0.00849300453835282,-0.00975101885610039,-0.00851635594676984,0.00414574021885488,-0.00461668705219352,-0.00409022986090242,-0.00674896252359964,0.00536745019516066,0.00332819783317279,-0.0107536307238308,0.00367171479604665,-0.00245908887142206,-0.00486552382202714,0.00460424497356825,0.00666195044130313,0.00492779793050623,0.00645844854955452,-0.00268583663369219,0.00121245114288636,0.000849201062849443,0.00439929608753185,0.00188109801775723,0.00178551164115806,0.00396205469029047,-0.00107614492580014,-0.00104497209761839,0.0039166970856787,-0.000889875472813637,-0.00130729039837067,0.00238159923189088,-1.44895233136418e-05,-0.00164060878940716,0.00278330959608795,-0.00428437283031314,-0.00184533708969741
38,0.00302227500132809,0.00319683738026383,0.000914909589676665,0.000340867872797711,0.000724215331682649,0.0014665909840126,-0.00521032807974341,-0.00607469981883061,-0.00262069630865356,-0.00125761973738035,0.00077975262303977,0.00341729329494424,0.000534548009133192,0.000185487090600399,0.00383007454281233,-0.000150346229368684,0.000400717525851672,0.0036273711031757,-0.000990458784715348,-0.00175345013532213,-0.00340589456490316,0.00138284035777681,-0.000102280562452429,-0.000588825955291779,0.00363652087151793,0.00498736343313685,-0.00319895945217224,0.00529626645165892,-0.00202347934488561,0.00235808577659294,-0.00520621096257385,-0.00452888660777776,0.00143517100851248,0.011778483550926,-0.00805181257175488,0.0835862041936158,1,0.0418298085458675,0.0804471358362567,0.002468738921289,-0.00253269195520308,-0.00214829608846535,0.00115963074358903,-0.00515936089582431,0.00140398950558331,0.00572129574524158,-0.00398835573365568,-0.00094046877412427,-0.00214299850655106,-0.00241075349812414,0.00202621035453073,0.00166475475236549,0.000170597804618103,0.00399844276246947,-0.00082726041895401,0.00376557538436395,0.00366795260291529,-0.00212535907369394,-0.000183321564969676,0.00673792251235136,0.00699212107146824,0.000306159333226042,0.0079599170505173,-0.00487952821786212,-0.00359619296952281,0.00136271286061936,0.00531881160920179,0.00761679278034291,0.00490258326947105,-0.00210653662076612,-0.000566015803708192,-0.00178337182122139,-0.00236456662675291,0.000653760638481252,-0.00523729950540023,-0.00539982837103588,-0.00311887651581295,-0.00251748225389906,-0.00147228614445176,-0.000946731705224337,-0.003710391131641,-0.00173842940079925,-0.00295676295382518,-0.000588003521173072,-0.00237685395220694,-0.00233987389437649,-0.000846097346005761,0.000669386018813228,0.000850463312016325,-0.00482580833437802,-0.00104009041757583,-0.000184627856548395,0.00471859446275219,0.000583373913953031,0.00209876222899569,0.00297433232351977,7.55072450563458e-05,0.000458630560235093,-0.000666624174476621,-0.00129158776338214,-0.00398158704076922,0.000674316910775507
39,-0.00271136983098321,0.000907790843803026,0.000657039542642832,0.000768048225346398,0.00108082679991163,0.00237458111527742,-0.00133320840221099,-0.000934978042101212,-0.00380323748842906,-0.000164200168723005,-0.000809213723685227,-9.55902470135499e-06,0.00488708129631089,0.00124432912802186,0.000894744291974331,0.00681742518968705,0.00485604395180886,-0.00112581864590482,0.00171075623031263,0.00263592340362324,0.00133565620669513,-0.00503479285281395,-0.00438899950568335,0.00131393947436844,-0.00203678367365312,-0.00184661548676241,0.00185532548519358,-0.00403042888724498,0.00144381421038528,0.000282079555126675,0.00238091309298029,-0.0017343244020457,-0.00485202147898727,-0.00461145565812165,0.000123778472664448,-0.0282537293588054,0.0418298085458675,1,-0.0210125676991746,0.0028576136762851,0.00147812160425667,-0.00261605852567308,0.00605038545379781,-0.00108048165058228,-0.00125019526054783,0.00190634537080745,0.00217486272823093,-0.0017060787385947,0.00429081069572102,0.00483302017862801,-0.00558199010486379,0.00208147737218481,-0.00461083985049843,-0.00144167037077458,-0.00131843165266521,-0.00740716492658176,-8.46017115808995e-05,-0.00175320694669014,0.00455891849566893,-0.00836963506382926,-0.00808170093620706,0.00391190169969721,-0.00958151223046852,-0.0070536512331541,0.00459401176994474,0.000682918344264094,0.00550457652995286,0.00463391207547821,-0.0034505265769484,-5.91611941622776e-05,0.00122032137278734,-0.00313377110734533,-0.00425980814413119,-0.00538991433788677,0.000721345200585173,-0.00332821113521475,-0.00848031027466553,0.00517387429443508,0.000677508471846689,-0.00317599775826079,0.00226546347843897,0.00537979732791976,0.00258287102376119,0.00614567905013787,-0.00194334707360823,-0.00292793294445065,0.00131257017744106,0.00195656817626822,0.00031443720565743,-0.00193326517956149,0.000647266234389205,-0.000424636257761399,0.00276482291771317,0.00489113524783121,0.00211656940220455,0.00310728533530208,0.00121526060198997,0.00117652742144111,0.000226087283603074,-0.000424014352027929,-0.00688104118437183,-0.00174961873772143
40,0.0116041052819551,0.00908394784275476,0.00726823216905386,-0.00398184285746388,-0.00328590948690105,0.00087418680789184,-0.0103870584410567,-0.0178624148425191,-0.00581188980300495,-0.0013395155223544,0.000558306794711305,0.000656289751141158,0.00123399020868111,0.00137395292688524,0.0125088762620149,-0.000775210385394741,-0.00959120957455456,0.0122979879386303,0.000484522468810559,-0.00163927804880361,-0.0066759011520863,0.00400512323379133,0.00354252531001164,-0.00837785126078793,0.00959511625386716,0.00971880094188382,-0.00874893687541095,0.0138568916088496,-0.0156460120716536,0.00341885323556734,-0.00178461590666207,-0.00537605445055333,0.000375185080689885,0.00681184663437351,0.00518352866898245,0.0104020127184538,0.0804471358362567,-0.0210125676991746,1,-0.0072042515253339,0.00677785142861548,0.000580963113117893,0.00411856176691148,-0.00473613436545449,0.00100129584061386,0.00694484537551382,-0.0127226175604474,0.00137622186626602,-0.0135682547194517,-0.0150343077209414,0.0135934568984573,0.00151359721049906,0.00958789321074476,0.00597507099070674,0.00515251175297757,0.018376710448585,0.00767995073933547,-0.00221386527226428,-0.00164299776316895,0.0270545739966344,0.0266397382670937,5.58595304918e-05,0.0321739849611608,-0.00505699826011985,-0.011693157067324,0.00180877763383329,-0.00360570461673522,0.00283709739162045,0.0141084145611851,0.00703851833394123,-0.000220328289074436,0.000258327203440921,-0.00624261969419403,0.00201913203461932,-0.01015238165384,-0.0122960478236374,0.00289806250492966,-0.00214318988150319,-0.00246648838984785,0.0049021337657113,-0.00726197806440431,-0.00426591750464042,-0.00787181329399598,-0.00502774104134182,-0.00529948588877802,-0.00628608244624045,-0.000757069654287373,0.00162754085142486,0.000544248987238593,-0.0104323081854553,0.000201900816745804,0.00153733806491977,0.009155111039012,-0.0014181203621342,0.00063928705683096,0.00171491602145597,-0.00335111159183011,0.00425563490405209,-0.000867126734410249,-0.00606339191446543,-0.0043870704814825,0.00283829693498675
41,-0.00908895198074809,-0.00486057396914179,0.00349254426404008,-0.000866948635656931,-0.00177957840666919,0.00867202610365831,-0.00295163427044258,0.0103603181393323,-0.00878975616826793,0.00117109888119039,0.00438553824085831,-0.0012596977381581,0.00655864069864358,0.00520316864054272,-0.00196414468730777,0.0110920167151353,0.0119445238326034,0.0074756022526545,-0.000997906306214025,-0.00299632148280814,0.00796476053425964,-0.00625037577760934,-0.0130763970266901,0.000740409316543291,-0.0100128936185876,-0.0205790301443121,-0.00760476025667567,-0.000417909590423448,0.00138450380657454,-0.00621564695028974,0.0105162620184487,-0.0165144290574196,-0.000538026682853899,-0.0038769381502835,0.000276305220572042,0.0196997517615754,0.002468738921289,0.0028576136762851,-0.0072042515253339,1,0.00699002544423253,-0.00620161148802718,0.00565870838426404,-0.00531984057846669,-0.00478924701168344,0.00680129808600155,0.00287982064270557,0.00321145147863278,0.00534598235282433,0.00600119152204113,-0.0111242464803096,-0.00204875885719067,-0.00693414057561064,-0.00613511707637145,0.0026766505195757,-0.0164795704526375,-0.00639366202845403,0.00151544113486051,0.00206804179638318,-0.0215932751811843,-0.021702806961726,0.004679635350097,-0.026718894059826,-0.0115595062661201,0.00649940822287034,0.0110009983598376,0.0204729939867903,0.0155102035332692,-0.00912736006487403,-0.0121291141779464,0.00108500046876791,-0.0119572351165091,-0.0129259754560001,-0.016351986154279,0.00395184083375178,-0.00164878727250475,-0.0211417041938997,0.00880392703125595,-0.00317143228639643,-0.00914682696142568,0.00521182047895304,0.00687585096192063,0.00551751421709046,0.00999667609292341,-0.00400918410132713,0.00116633889567083,0.00308686040827945,0.00198612201287469,0.00628444813804755,0.00316304580472824,0.0034025365451297,0.00373006484891137,-0.000559686013142654,0.0130734317653921,0.00150798023620147,0.00293143205129986,0.000379005005559158,0.00153077556752219,0.00165343290811336,-0.00286273853140167,-0.0118667393274425,-0.00449569063462092
42,-0.00286744612385459,5.54423284562168e-05,0.00186321821829399,-0.00307762857578283,-0.00364932380216905,0.00368281155798939,-0.00175683639224267,-0.00345477446119081,-0.00937866710473438,-0.00389896668941981,0.00396002793119753,-0.0058765495615311,0.00896947243421943,0.0017874181645037,0.00406366069210135,0.0142029193281804,0.00300348748688609,0.00302431869762469,-0.00761112444972262,-0.00611933806637789,0.00569830010414426,-0.00418428785389302,-0.00839261700333742,-0.000505692477445858,-0.0011775794876046,-0.00906467877558822,-0.0107537101766821,0.000893918077542021,-0.00318255455274817,-0.00189859094763319,0.00941923771875727,-0.00916431108725963,0.00273823098860833,0.00261959152274165,0.00265795593958723,0.00464002145321422,-0.00253269195520308,0.00147812160425667,0.00677785142861548,0.00699002544423253,1,0.0198633499025954,0.0155050614923556,-0.00295139927250584,-0.00113445487959451,0.00268102275155861,-0.011306717165431,-0.00240375326600692,-0.00295496794399801,-0.00288877669153001,-0.00604077630158795,-0.00461124431019394,-0.00702619235368238,-0.000491766431383152,0.00496607848221582,-0.00340591871566135,0.00299615105565936,0.0034497928104657,0.0022796735057883,-0.0176075163579639,-0.0165878641923987,0.00806758481227559,-0.0194082804223738,-0.0213644492125208,0.00135546662651665,0.0118240846783033,0.0136034696248245,0.0126990135821372,-0.00237495932565246,-0.00828741357010996,0.00179951404925806,-0.000884449226476823,-0.01334355214982,-0.0132202296357856,0.000290859406421094,-0.0104551950933483,-0.0163490199756925,0.00454705848371783,0.00620928863674538,-0.00511747481651351,0.00165959337537368,0.0076452255825121,0.00148314931970017,0.00577746492655238,-0.00644897025064589,-0.00722960202462667,0.00299775142007696,0.000670845184155588,0.00376755835660022,-0.00162229842493033,0.00465106717237079,0.000835214436736685,0.00371433991169161,0.0108331596349541,0.00244552655312176,0.0157284630328986,0.00161536910935702,0.00716648068511158,0.00298507016513797,-0.00459104966553279,-0.0210653862634364,-0.000561572369042584
